"geography code","Region","LA","All usual residents","Age 0 to 4","Age 5 to 7","Age 8 to 9","Age 10 to 14","Age 15","Age 16 to 17","Age 18 to 19","Age 20 to 24","Age 25 to 29","Age 30 to 44","Age 45 to 59","Age 60 to 64","Age 65 to 74","Age 75 to 84","Age 85 to 89","Age 90 and over","Mean Age","Median Age"
"E06000008","North West","Blackburn with Darwen",137470,10555,6517,4391,11035,2185,4059,3640,8266,9313,29789,23555,5856,9844,6339,1428,698,NA,NA
"E06000009","North West","Blackpool",142283,7802,4928,3483,8874,1785,3219,2942,6843,8088,30172,27806,8484,14232,10081,2349,1195,NA,NA
"E08000001","North West","Bolton",261037,16779,10390,7426,18380,3773,7087,6006,14823,17481,57714,49573,12667,20395,14055,3043,1445,NA,NA
"E07000117","North West","Burnley",89542,5621,3613,2802,6952,1403,2573,2052,4842,5514,19495,16956,4166,7019,4874,1083,577,NA,NA
"E08000002","North West","Bury",180608,11117,7039,5183,13076,2539,4800,3862,8939,11427,41564,35426,8982,14330,9050,2158,1116,NA,NA
"E07000028","North West","Carlisle",100739,5261,3489,2620,6339,1272,2598,2219,5348,6099,22164,19897,5414,9674,6273,1379,693,NA,NA
"E06000049","North West","Cheshire East",351817,19605,12932,9082,22540,4385,8621,7045,15900,19461,79068,74474,19164,31724,20626,4764,2426,NA,NA
"E06000050","North West","Cheshire West and Chester",321971,18358,11830,8625,21283,4135,8018,6928,16208,19274,72179,65036,17297,28728,18137,3949,1986,NA,NA
"E07000118","North West","Chorley",100449,5517,3691,2626,6729,1328,2618,2116,5077,6369,23246,21711,5179,7702,4844,1100,596,NA,NA
"E07000029","North West","Copeland",69318,3724,2476,1801,4744,927,1796,1544,3315,3951,15788,13944,3919,6430,3872,727,360,NA,NA
"E07000030","North West","Eden",49777,2597,1643,1205,2991,601,1174,926,2063,2559,10842,10909,2972,5121,3058,693,423,NA,NA
"E07000119","North West","Fylde",73217,3544,2287,1692,4420,883,1616,1330,2942,3450,15292,14852,4231,8397,6049,1472,760,NA,NA
"E06000006","North West","Halton",118208,7160,4491,3396,8782,1815,3536,3037,6849,7649,26185,23818,5486,9085,5405,1045,469,NA,NA
"E07000120","North West","Hyndburn",81496,5431,3665,2550,5812,1163,2174,1765,4306,5238,17965,15118,4018,6373,4411,1054,453,NA,NA
"E08000011","North West","Knowsley",150459,9454,6266,4616,11728,2453,4887,3720,8008,8775,35174,25666,7416,13684,6856,1221,535,NA,NA
"E07000121","North West","Lancaster",133914,7302,4479,3212,8335,1602,3353,5364,11096,7496,27029,24223,6595,12209,8368,2115,1136,NA,NA
"E08000012","North West","Liverpool",439473,24840,15325,11345,30771,6224,12252,15150,37112,29194,95196,74011,20895,37694,22277,4925,2262,NA,NA
"E08000003","North West","Manchester",392819,24693,14993,10557,27449,5096,9680,14790,44882,33410,83473,56240,15550,26969,18719,4319,1999,NA,NA
"E08000004","North West","Oldham",217273,15196,9084,6518,15950,3244,6186,5053,11911,13694,47703,40883,10819,16353,10971,2521,1187,NA,NA
"E07000122","North West","Pendle",89248,5936,3602,2640,6703,1410,2652,2133,4940,5372,18764,17283,4085,7115,4888,1099,626,NA,NA
"E07000123","North West","Preston",129633,7832,5003,3554,8885,1756,3553,4283,10061,9402,28383,22078,5894,10252,6622,1351,724,NA,NA
"E07000124","North West","Ribble Valley",53960,2948,1877,1377,3692,749,1433,1077,2153,2631,11943,11724,3067,4977,3142,740,430,NA,NA
"E08000005","North West","Rochdale",205357,13771,8536,6150,15472,2952,5880,4892,11237,13150,45485,39061,9362,16001,10143,2164,1101,NA,NA
"E07000125","North West","Rossendale",65652,4072,2726,2016,4948,900,1751,1409,3179,3979,14854,13330,3046,5096,3277,735,334,NA,NA
"E08000006","North West","Salford",216103,12529,8173,5989,14413,3067,5529,6063,15131,14615,47371,37582,10521,18564,12620,2634,1302,NA,NA
"E08000014","North West","Sefton",282958,14896,10448,7949,19995,3833,7932,6399,12827,14168,60506,54463,16002,28887,18244,4186,2223,NA,NA
"E07000031","North West","South Lakeland",102301,4801,3184,2353,5992,1319,2391,1967,4226,4965,20978,22213,6371,11116,7549,1856,1020,NA,NA
"E07000126","North West","South Ribble",103867,5649,3767,2811,7362,1388,2738,2220,5000,6203,23446,21605,5510,8878,5526,1199,565,NA,NA
"E08000013","North West","St. Helens",176843,10083,6860,5105,12210,2339,4716,4091,9203,10823,38884,35256,9692,15542,9325,1878,836,NA,NA
"E08000007","North West","Stockport",284528,16457,10570,7561,19501,3710,7166,5904,13254,16668,65700,56165,14861,25094,16269,3824,1824,NA,NA
"E08000008","North West","Tameside",213043,12803,8302,6024,15461,2979,5619,4827,11169,13396,49825,40301,10507,16669,11424,2554,1183,NA,NA
"E08000009","North West","Trafford",210145,11971,7680,5729,14209,2901,5591,4467,10581,13422,49577,39653,10261,17893,12191,2686,1333,NA,NA
"E06000007","North West","Warrington",191080,11677,7366,5206,13067,2495,4910,4274,9763,11852,46131,37502,9798,14824,9316,1964,935,NA,NA
"E07000127","North West","West Lancashire",108378,6127,4016,2949,7411,1521,2894,2775,5784,5875,23234,22635,6233,9553,5481,1272,618,NA,NA
"E08000010","North West","Wigan",301415,17561,11502,8434,20364,3940,7826,6906,16140,19880,68815,60672,15939,24018,15091,3068,1259,NA,NA
"E08000015","North West","Wirral",312293,17475,11772,8430,22474,4397,9045,6951,14321,16625,65762,62083,16384,29842,19736,4760,2236,NA,NA
"E07000128","North West","Wyre",105618,5321,3521,2634,6964,1286,2724,2294,4174,4907,21010,20769,6593,12414,8290,1792,925,NA,NA
"E08000016","Yorkshire and The Humber","Barnsley",218063,12516,8532,6028,14536,2720,5533,4969,10622,13073,50076,42864,11286,19146,12414,2525,1223,NA,NA
"E08000032","Yorkshire and The Humber","Bradford",467665,33240,20593,14056,34571,6867,13750,12673,31882,30528,100214,80774,20856,36101,23270,5474,2816,NA,NA
"E08000033","Yorkshire and The Humber","Calderdale",192405,12065,7569,5423,13419,2516,5021,4036,9124,11692,44017,38277,9244,15320,10842,2619,1221,NA,NA
"E07000163","Yorkshire and The Humber","Craven",53620,2685,1791,1338,3627,676,1406,998,2001,2490,10999,11660,3093,5499,3840,998,519,NA,NA
"E08000017","Yorkshire and The Humber","Doncaster",286866,16876,11125,7830,20094,4047,7596,6671,14814,16710,64179,55289,14694,26058,16251,3199,1433,NA,NA
"E06000011","Yorkshire and The Humber","East Riding of Yorkshire",314113,16034,10876,7862,20208,4068,7774,7347,13455,15770,66382,68211,18291,31294,19680,4561,2300,NA,NA
"E07000164","Yorkshire and The Humber","Hambleton",84111,4421,3045,2155,5547,1010,1963,1674,3397,3992,18631,18549,5040,8029,4994,1092,572,NA,NA
"E07000165","Yorkshire and The Humber","Harrogate",151336,8197,5543,3802,9766,1894,4673,2928,6901,8409,34402,30386,8089,13437,9099,2445,1365,NA,NA
"E06000010","Yorkshire and The Humber","Kingston upon Hull, City of",243589,15009,9959,6992,17373,3383,6331,6641,18080,16773,53227,41380,11104,20268,12916,2870,1283,NA,NA
"E08000034","Yorkshire and The Humber","Kirklees",388567,25544,15512,10677,27070,5162,10186,10045,23523,25434,86494,74104,17972,29843,20116,4564,2321,NA,NA
"E08000035","Yorkshire and The Humber","Leeds",715402,40871,26598,18555,47970,9097,17299,22140,58167,50814,157259,123917,33157,57726,38256,8972,4604,NA,NA
"E06000012","Yorkshire and The Humber","North East Lincolnshire",157979,9649,6321,4566,12026,2317,4390,3673,7696,9200,34357,29516,8153,13940,9128,2034,1013,NA,NA
"E06000013","Yorkshire and The Humber","North Lincolnshire",152849,8596,5728,4122,10403,2094,3985,3270,7161,8209,33817,31555,8209,13950,9006,1859,885,NA,NA
"E07000166","Yorkshire and The Humber","Richmondshire",47010,2855,1714,1131,2999,502,1385,1552,2922,3160,10272,8925,2437,3904,2386,583,283,NA,NA
"E08000018","Yorkshire and The Humber","Rotherham",248175,15008,9694,6956,17206,3367,6439,5625,12650,14677,56193,48708,12995,21042,13531,2837,1247,NA,NA
"E07000167","Yorkshire and The Humber","Ryedale",50872,2455,1757,1198,3358,686,1282,918,1816,2404,10263,11159,3187,5507,3555,885,442,NA,NA
"E07000168","Yorkshire and The Humber","Scarborough",106243,5058,3401,2566,7010,1364,2597,2141,4782,5188,20502,22383,6503,11439,8190,2029,1090,NA,NA
"E07000169","Yorkshire and The Humber","Selby",76468,4250,2939,2118,5660,1010,2037,1506,3171,4238,18177,16365,3734,6081,3845,899,438,NA,NA
"E08000019","Yorkshire and The Humber","Sheffield",513234,29232,18575,12912,31352,5898,11417,15911,41347,34556,112382,90415,25181,42934,30483,7206,3433,NA,NA
"E08000036","Yorkshire and The Humber","Wakefield",315172,18097,11960,8657,21690,4360,8070,7134,16197,19619,72908,62074,15774,26375,17256,3487,1514,NA,NA
"E06000014","Yorkshire and The Humber","York",181094,9372,5752,4026,10602,2039,4147,5777,14198,12119,39920,33681,8901,15804,11032,2459,1265,NA,NA
"E07000032","East Midlands","Amber Valley",116471,6482,4305,3012,7462,1419,2686,2368,5210,7000,26220,24812,6024,10039,7088,1542,802,NA,NA
"E07000170","East Midlands","Ashfield",111387,6531,4213,2911,7455,1399,2680,2391,5881,6918,25703,22056,5781,9164,6413,1245,646,NA,NA
"E07000171","East Midlands","Bassetlaw",107713,6047,3954,2855,7206,1421,2812,2198,5134,6013,24478,22349,5750,9591,6004,1283,618,NA,NA
"E07000129","East Midlands","Blaby",90252,5208,3431,2386,5930,1138,2159,2097,4227,5470,21576,18314,4669,7696,4527,973,451,NA,NA
"E07000033","East Midlands","Bolsover",71766,4041,2709,1880,4695,899,1764,1466,3332,4362,16411,14041,3709,6668,4503,895,391,NA,NA
"E07000136","East Midlands","Boston",55750,2969,1935,1379,3475,657,1375,1220,2603,3159,11255,11561,3266,5839,3738,863,456,NA,NA
"E07000172","East Midlands","Broxtowe",107570,5540,3755,2740,6949,1250,2504,2156,5947,6792,24859,21880,5586,9463,6179,1376,594,NA,NA
"E07000130","East Midlands","Charnwood",153462,8172,5382,3947,9896,1847,3805,5811,12548,9119,32873,30061,7113,12398,7671,1910,909,NA,NA
"E07000034","East Midlands","Chesterfield",98845,5406,3697,2567,6190,1161,2350,2052,4843,6051,22327,19735,4994,8938,6539,1369,626,NA,NA
"E07000150","East Midlands","Corby",53174,3292,2093,1658,4156,822,1527,1310,2792,3004,12581,9832,2735,4267,2505,437,163,NA,NA
"E07000151","East Midlands","Daventry",71838,4295,2923,2075,5180,946,1784,1615,3141,3882,17184,15692,3476,5315,3323,678,329,NA,NA
"E06000015","East Midlands","Derby",221708,13645,8545,6228,15242,2960,5717,6017,15110,15334,48644,38115,10241,18978,12848,2796,1288,NA,NA
"E07000035","East Midlands","Derbyshire Dales",69469,3478,2316,1678,4392,826,1679,1230,2702,3119,14743,16087,4069,6806,4655,1124,565,NA,NA
"E07000137","East Midlands","East Lindsey",130447,6120,4194,2907,8301,1616,3017,2611,5413,5811,24541,28150,8793,15869,10008,2066,1030,NA,NA
"E07000152","East Midlands","East Northamptonshire",76550,4763,3010,2038,5314,1081,2058,1655,3430,4493,17706,15975,3623,5864,4034,988,518,NA,NA
"E07000036","East Midlands","Erewash",110099,6289,4258,3093,7495,1409,2649,2254,5338,7088,25700,21686,5414,9166,6143,1399,718,NA,NA
"E07000173","East Midlands","Gedling",111787,5877,3862,2817,7345,1351,2766,2312,5279,6570,25479,23363,5857,10094,6579,1463,773,NA,NA
"E07000131","East Midlands","Harborough",76559,4590,2886,1998,5040,912,1795,1580,3203,3884,18039,16745,3915,6426,4165,932,449,NA,NA
"E07000037","East Midlands","High Peak",89433,5315,3304,2460,6213,1157,2277,1764,3951,4790,21268,18589,4533,7272,4787,1166,587,NA,NA
"E07000132","East Midlands","Hinckley and Bosworth",100141,5536,3519,2393,6426,1216,2501,2126,4888,5707,22623,22018,5146,8613,5546,1280,603,NA,NA
"E07000153","East Midlands","Kettering",81844,4900,3136,2219,5533,1016,1990,1695,4220,5540,18650,16465,3768,6375,4681,1092,564,NA,NA
"E06000016","East Midlands","Leicester",279921,19119,11727,7758,19752,4029,7724,8844,26104,21532,60847,43509,11129,19233,13728,3234,1652,NA,NA
"E07000138","East Midlands","Lincoln",85595,5059,3146,2171,5756,1084,2116,2772,7482,6040,18704,14415,3673,6553,5131,991,502,NA,NA
"E07000174","East Midlands","Mansfield",98181,5364,3761,2813,6966,1336,2574,2261,5149,5633,22256,19019,4986,8632,5769,1142,520,NA,NA
"E07000133","East Midlands","Melton",47866,2785,1820,1231,3091,570,1130,982,2200,2433,11148,10300,2470,4015,2798,610,283,NA,NA
"E07000175","East Midlands","Newark and Sherwood",106273,5917,4001,2795,7192,1324,2680,2139,4832,5664,23422,22143,5753,9782,6578,1391,660,NA,NA
"E07000038","East Midlands","North East Derbyshire",96940,4714,3458,2458,6044,1192,2449,1961,4430,5020,20831,21484,5584,9338,6256,1195,526,NA,NA
"E07000139","East Midlands","North Kesteven",94024,5136,3418,2423,6122,1131,2195,1806,3990,4960,21063,19166,5484,9308,6009,1246,567,NA,NA
"E07000134","East Midlands","North West Leicestershire",85503,5034,3081,2212,5488,1058,1960,1671,4077,5124,19687,18135,4329,7175,4995,1045,432,NA,NA
"E07000154","East Midlands","Northampton",194458,12182,7414,5223,13189,2585,4934,5286,13800,14701,45320,35287,8022,13631,9671,2122,1091,NA,NA
"E06000018","East Midlands","Nottingham",266988,15457,9630,6930,17632,3218,6294,11455,30571,20595,57292,38880,10544,20157,13918,2993,1422,NA,NA
"E07000135","East Midlands","Oadby and Wigston",55795,2907,2039,1469,3864,800,1402,2170,2970,2933,11999,10719,2977,5352,3158,657,379,NA,NA
"E07000176","East Midlands","Rushcliffe",105599,5915,3906,2731,6705,1276,2391,2207,5648,6009,24600,21954,5137,8968,5943,1443,766,NA,NA
"E06000017","East Midlands","Rutland",34563,1797,1156,775,2348,556,1167,898,1669,1873,7349,7262,1956,3103,1929,475,250,NA,NA
"E07000039","East Midlands","South Derbyshire",81562,4976,3090,2154,5493,1075,2167,1597,3923,5079,19380,16867,3902,6396,4188,870,405,NA,NA
"E07000140","East Midlands","South Holland",76522,3785,2617,1725,4684,865,1684,1372,3157,3942,15280,16008,4835,9229,5596,1176,567,NA,NA
"E07000141","East Midlands","South Kesteven",124792,7083,4810,3344,8742,1624,3336,2716,5740,6695,27990,25936,6242,10728,7526,1549,731,NA,NA
"E07000155","East Midlands","South Northamptonshire",79293,4759,3085,2263,5720,1004,2033,1521,3227,3927,19359,17681,3772,5925,3711,858,448,NA,NA
"E07000156","East Midlands","Wellingborough",72519,4540,2905,1990,5011,986,1832,1537,3741,4542,16424,14721,3554,5713,3806,828,389,NA,NA
"E07000142","East Midlands","West Lindsey",79515,3988,2915,2102,5640,1046,2062,1694,3199,3559,16620,17571,4621,7917,4992,1070,519,NA,NA
"E08000025","West Midlands","Birmingham",977087,70007,42015,28924,74039,13964,27317,31050,74152,68463,208341,154589,42270,73877,51014,11695,5370,NA,NA
"E07000234","West Midlands","Bromsgrove",87837,4547,3149,2233,5961,1089,2133,1667,3807,4292,19547,19352,4914,8111,5153,1234,648,NA,NA
"E07000192","West Midlands","Cannock Chase",92126,5833,3561,2475,6434,1245,2416,2089,4765,6271,21960,17973,4472,7192,4284,781,375,NA,NA
"E08000026","West Midlands","Coventry",300848,18746,11855,8112,20930,4031,7953,10210,24204,20935,64199,49874,13844,23614,17103,3627,1611,NA,NA
"E08000027","West Midlands","Dudley",305155,17476,11465,7962,20055,3873,7494,6505,15788,18554,67573,60669,16898,28244,17348,3640,1611,NA,NA
"E07000193","West Midlands","East Staffordshire",103770,6292,4173,2887,7301,1356,2752,2220,4876,6167,24016,20168,5238,9005,5454,1234,631,NA,NA
"E06000019","West Midlands","Herefordshire, County of",174871,9491,6226,4544,11566,2257,4113,3421,7050,9029,36746,36857,9988,17620,12009,2640,1314,NA,NA
"E07000194","West Midlands","Lichfield",93232,5033,3314,2443,6118,1235,2307,1987,4170,4924,20180,21409,5675,7986,4817,1078,556,NA,NA
"E07000235","West Midlands","Malvern Hills",72172,3389,2345,1704,4740,1011,2056,1553,2757,3017,14012,16122,4421,7560,5412,1378,695,NA,NA
"E07000195","West Midlands","Newcastle-under-Lyme",122030,6408,4034,2952,7806,1518,2955,3546,8177,7217,26177,24204,6404,11132,7283,1536,681,NA,NA
"E07000218","West Midlands","North Warwickshire",61860,3490,2204,1610,4173,822,1533,1211,2958,3610,14227,13475,3258,5204,3134,645,306,NA,NA
"E07000219","West Midlands","Nuneaton and Bedworth",119132,7061,4750,3262,8443,1608,3083,2601,6343,7412,26974,24019,5899,9848,6121,1183,525,NA,NA
"E07000236","West Midlands","Redditch",78807,5031,3115,2142,5599,1065,2159,1993,4908,5461,17820,16697,3181,5151,3444,715,326,NA,NA
"E07000220","West Midlands","Rugby",87453,5187,3270,2297,5676,1216,2387,1842,4187,5237,19867,17694,4543,7272,5068,1171,539,NA,NA
"E08000028","West Midlands","Sandwell",282904,18163,11423,8306,19805,3862,7504,6699,15604,19263,62596,48866,14242,24861,16855,3363,1492,NA,NA
"E06000051","West Midlands","Shropshire",283173,15208,9885,6918,18317,3682,7481,6658,12907,15465,60010,59294,16154,27100,17883,4100,2111,NA,NA
"E08000029","West Midlands","Solihull",199517,11196,7817,5647,14441,2708,5339,4205,8890,10150,43712,41565,10264,18312,11686,2432,1153,NA,NA
"E07000196","West Midlands","South Staffordshire",105896,5417,3643,2736,7111,1434,2777,2267,4737,5233,23589,23783,6342,9598,5452,1179,598,NA,NA
"E07000197","West Midlands","Stafford",120670,6057,4042,2977,7624,1484,2898,2871,6227,6844,26435,26065,6771,10880,7051,1633,811,NA,NA
"E07000198","West Midlands","Staffordshire Moorlands",94489,4797,3051,2251,5963,1246,2358,1994,4371,5033,20149,21287,5527,9034,5736,1156,536,NA,NA
"E06000021","West Midlands","Stoke-on-Trent",240636,13895,8563,6092,16407,3032,6069,6942,16687,15878,52288,44254,11428,20701,14265,2852,1283,NA,NA
"E07000221","West Midlands","Stratford-on-Avon",111484,5993,3884,2559,6776,1184,2496,2114,4515,5446,24337,25287,6685,10680,6907,1756,865,NA,NA
"E07000199","West Midlands","Tamworth",74531,5009,2932,2144,5622,1043,2257,1891,4103,5261,17449,15214,3274,4698,2836,546,252,NA,NA
"E06000020","West Midlands","Telford and Wrekin",158325,10507,6584,4466,11505,2242,4312,3937,9303,10666,36887,30836,7454,10830,6694,1472,630,NA,NA
"E08000030","West Midlands","Walsall",253499,16418,10334,7163,17626,3535,6797,5873,13743,15773,54576,46828,13822,23211,13727,2835,1238,NA,NA
"E07000222","West Midlands","Warwick",125931,6866,4180,2836,7721,1381,2850,2998,8732,8368,28469,24781,6107,10537,7496,1750,859,NA,NA
"E08000031","West Midlands","Wolverhampton",236582,14178,9070,6607,16435,3211,6251,5910,15226,15715,51118,41134,11742,21510,14132,2967,1376,NA,NA
"E07000237","West Midlands","Worcester",93353,6069,3510,2384,5771,1137,2193,2168,5963,6910,22896,16848,4118,7000,4844,1069,473,NA,NA
"E07000238","West Midlands","Wychavon",112957,6136,4087,2810,6977,1370,2604,2118,4993,5749,24904,25061,6332,10579,6934,1572,731,NA,NA
"E07000239","West Midlands","Wyre Forest",96981,5156,3356,2394,6135,1246,2379,2022,4865,5682,20518,21538,5595,8442,5664,1338,651,NA,NA
"E07000200","East of England","Babergh",83461,4596,2925,1956,5686,1097,2231,1662,3585,4188,17202,18384,4621,8013,5487,1203,625,NA,NA
"E07000066","East of England","Basildon",165668,10721,6751,4473,11263,2138,4121,3571,9800,11346,38017,31320,7751,13590,8345,1729,732,NA,NA
"E06000055","East of England","Bedford",147911,9310,5817,3845,9737,1975,3910,3618,9221,10439,33301,27973,6787,11648,7656,1793,881,NA,NA
"E07000067","East of England","Braintree",132179,8387,5152,3701,8880,1544,3125,2643,6644,8129,30757,27359,6101,10068,7033,1735,921,NA,NA
"E07000143","East of England","Breckland",121418,6839,4463,2977,7756,1420,2854,2447,5776,6934,24830,24884,6978,12080,8307,1906,967,NA,NA
"E07000068","East of England","Brentwood",68456,3677,2401,1727,4416,850,1679,1262,3078,3765,15120,14163,3710,6737,4387,992,492,NA,NA
"E07000144","East of England","Broadland",118513,6166,4161,2773,7009,1404,2703,2217,4782,6209,25974,25238,7035,12164,7797,1872,1009,NA,NA
"E07000095","East of England","Broxbourne",87054,5401,3409,2424,5807,1095,2012,1754,5026,5925,20357,16739,4296,7452,4113,857,387,NA,NA
"E07000008","East of England","Cambridge",108863,5123,2844,1955,5080,1020,2148,5639,16892,10853,22606,16367,3975,6865,5323,1464,709,NA,NA
"E07000069","East of England","Castle Point",86608,4524,3101,2256,5633,1189,2244,1827,4373,4570,17723,19349,5045,8076,5140,1071,487,NA,NA
"E06000056","East of England","Central Bedfordshire",233661,14872,9435,6494,16303,3089,5808,5090,10901,13900,58112,47023,11019,17529,10604,2438,1044,NA,NA
"E07000070","East of England","Chelmsford",157072,8846,5860,4147,10480,2013,4053,3614,8980,10336,36224,32042,7493,12389,7882,1880,833,NA,NA
"E07000071","East of England","Colchester",155796,9455,5771,4062,9812,1825,3760,4202,11050,11022,34581,30161,7145,11850,8101,2046,953,NA,NA
"E07000096","East of England","Dacorum",137799,8695,5392,3666,9400,1762,3475,2873,6829,8497,33444,26829,6125,11133,7313,1623,743,NA,NA
"E07000009","East of England","East Cambridgeshire",73214,4363,2776,1833,4735,869,1777,1405,3431,4444,16996,14868,3703,6514,4057,990,453,NA,NA
"E07000097","East of England","East Hertfordshire",128919,8142,5175,3505,8477,1512,3126,2591,6427,8576,32084,25877,5826,9616,5897,1367,721,NA,NA
"E07000072","East of England","Epping Forest",120896,7322,4411,2981,7688,1372,2785,2243,5903,7193,27608,24924,6074,10522,7344,1712,814,NA,NA
"E07000010","East of England","Fenland",83519,4836,3173,2187,5206,1005,1859,1647,3907,4660,17840,16711,4549,8583,5515,1194,647,NA,NA
"E07000201","East of England","Forest Heath",55510,3754,2138,1476,3597,558,1208,1288,4083,4319,13024,9363,2431,4251,3010,714,296,NA,NA
"E07000145","East of England","Great Yarmouth",90810,4828,3195,2288,5851,1199,2239,1916,4370,4984,18185,18733,5182,9199,6410,1500,731,NA,NA
"E07000073","East of England","Harlow",78768,5339,3153,2054,5350,1006,2025,1834,4823,5835,19056,13356,3357,6732,3896,671,281,NA,NA
"E07000098","East of England","Hertsmere",94450,5808,3712,2546,6349,1191,2296,1945,4934,5800,22072,18256,4162,7484,5858,1366,671,NA,NA
"E07000011","East of England","Huntingdonshire",156954,10184,6510,4547,10737,2104,3967,3090,7374,9742,38295,32609,7482,10990,6983,1554,786,NA,NA
"E07000202","East of England","Ipswich",117069,7253,4557,3153,8110,1490,3082,2914,7386,8584,25351,20356,5173,9941,7144,1717,858,NA,NA
"E07000146","East of England","King`s Lynn and West Norfolk",135345,6920,4675,3166,8148,1539,3162,2694,5998,7130,27260,27558,8234,15362,10159,2240,1100,NA,NA
"E06000032","East of England","Luton",184371,13286,8053,5468,13868,2649,5260,5021,14748,13572,42317,30126,7874,12742,7014,1607,766,NA,NA
"E07000074","East of England","Maldon",59418,3552,2373,1549,3969,738,1399,1192,2688,2990,13253,13380,3232,4922,3062,749,370,NA,NA
"E07000203","East of England","Mid Suffolk",86837,5020,3259,2234,5570,1067,2082,1774,3943,4583,18935,18397,4723,8013,5355,1246,636,NA,NA
"E07000099","East of England","North Hertfordshire",116908,7228,4681,3158,7532,1429,2931,2348,5284,7363,27935,22783,5643,9480,6551,1697,865,NA,NA
"E07000147","East of England","North Norfolk",98382,4310,2949,2082,5462,1123,2179,1920,3826,4191,17531,21207,6587,12997,8738,2200,1080,NA,NA
"E07000148","East of England","Norwich",121550,6367,3825,2771,6831,1318,2580,4240,12056,10264,25574,20201,5088,9829,7849,1785,972,NA,NA
"E06000031","East of England","Peterborough",156061,10237,6569,4353,11009,2125,4087,3768,9630,11418,35601,28341,6807,12036,7696,1605,779,NA,NA
"E07000075","East of England","Rochford",78489,4472,3062,2020,5018,946,1905,1571,3606,4242,17115,16487,4341,7453,4729,1082,440,NA,NA
"E07000012","East of England","South Cambridgeshire",130108,7673,5020,3364,8581,1578,3423,2840,5994,7642,30479,28067,6285,10073,6597,1665,827,NA,NA
"E07000149","East of England","South Norfolk",110710,5857,3862,2632,6923,1387,2790,2104,4243,5405,22972,24626,6551,11192,7549,1749,868,NA,NA
"E06000033","East of England","Southend-on-Sea",160257,9727,6174,4124,10160,1932,3829,3216,8244,10066,35014,29553,7476,14391,11478,3167,1706,NA,NA
"E07000100","East of England","St Albans",129005,8581,5048,3341,8033,1508,3088,2368,6052,8546,31947,25303,5959,10269,6665,1508,789,NA,NA
"E07000204","East of England","St Edmundsbury",98193,5686,3546,2419,6178,1144,2208,2009,5331,6280,22059,20012,5370,8286,5728,1302,635,NA,NA
"E07000101","East of England","Stevenage",79715,5196,3330,2367,5892,1156,2203,1914,4262,5622,20062,13340,3321,6283,3724,716,327,NA,NA
"E07000205","East of England","Suffolk Coastal",115141,6114,4210,2889,7647,1436,2916,2209,4317,5150,23700,24103,6480,12171,8563,2158,1078,NA,NA
"E07000076","East of England","Tendring",138539,6854,4537,3279,8107,1443,3035,2417,5713,6049,24757,27253,9037,17423,13561,3401,1673,NA,NA
"E07000102","East of England","Three Rivers",82848,5126,3133,2177,5611,1041,2018,1596,3873,4846,19002,16813,3929,7029,4797,1217,640,NA,NA
