"geography code","Region","LA","All usual residents","Age 0 to 4","Age 5 to 7","Age 8 to 9","Age 10 to 14","Age 15","Age 16 to 17","Age 18 to 19","Age 20 to 24","Age 25 to 29","Age 30 to 44","Age 45 to 59","Age 60 to 64","Age 65 to 74","Age 75 to 84","Age 85 to 89","Age 90 and over","Mean Age","Median Age"
"E06000034","East of England","Thurrock",143128,10008,5817,3785,9956,1862,3463,3060,8839,11106,33944,26605,6004,9975,6924,1212,568,NA,NA
"E07000077","East of England","Uttlesford",68946,4088,2752,1833,4563,898,1832,1461,2962,3377,15832,15333,3482,5583,3543,914,493,NA,NA
"E07000103","East of England","Watford",79726,5127,3134,2165,5050,936,1818,1622,5005,7205,20405,13453,3254,5442,3668,936,506,NA,NA
"E07000206","East of England","Waveney",112342,6067,4045,2952,7278,1431,2759,2240,4876,5858,21916,22297,6382,12053,8999,2165,1024,NA,NA
"E07000104","East of England","Welwyn Hatfield",97553,5675,3723,2583,6081,1111,2271,2726,7468,5695,21491,17516,4476,8911,5805,1415,606,NA,NA
"E09000002","London","Barking and Dagenham",163944,12542,7479,4984,11107,2242,4441,4176,10573,11959,38575,25590,6160,12105,9155,1923,933,NA,NA
"E09000003","London","Barnet",314564,20215,12442,8098,19288,3713,7733,6642,21782,27177,74980,54231,12769,22809,15626,4596,2463,NA,NA
"E09000004","London","Bexley",218307,13277,8638,6020,15094,2877,5443,4777,11580,13683,51120,40825,10464,18280,12167,2823,1239,NA,NA
"E09000005","London","Brent",263464,16306,9704,6353,16497,3309,7007,6354,22219,26633,66968,40686,11191,17654,9174,2291,1118,NA,NA
"E09000006","London","Bromley",295532,18681,10991,7320,18453,3426,6707,5558,14654,18938,70587,56508,13899,25517,17842,4262,2189,NA,NA
"E09000007","London","Camden",198020,11820,6255,3975,9211,1605,3986,5401,18822,25998,53147,29723,6860,11228,7304,1760,925,NA,NA
"E09000001","London","City of London",7185,250,112,95,186,27,78,101,529,940,1977,1622,306,514,322,100,26,NA,NA
"E09000008","London","Croydon",330587,22587,13580,9451,22624,4206,8736,7548,19413,24410,83090,58599,13742,22539,14664,3557,1841,NA,NA
"E09000009","London","Ealing",300948,19232,11216,7485,18071,3742,7433,6694,22768,30686,77897,48860,12186,18256,12197,2880,1345,NA,NA
"E09000010","London","Enfield",273559,18118,10973,7644,17665,3393,7150,6364,17976,20467,67302,46714,12088,19645,12739,3488,1833,NA,NA
"E09000011","London","Greenwich",214403,15538,8446,5836,14076,2742,5488,5305,15390,18422,53160,33820,8406,13804,10429,2433,1108,NA,NA
"E09000012","London","Hackney",202824,16752,8466,5700,14082,2431,5282,4890,15790,20781,55703,27376,6639,10404,6312,1426,790,NA,NA
"E09000013","London","Hammersmith and Fulham",165242,10195,5080,3212,7377,1362,3042,2785,14938,24453,45978,23355,6123,9118,6119,1436,669,NA,NA
"E09000014","London","Haringey",216507,14733,8212,5467,13635,2558,5223,5192,18313,23263,59764,31155,7817,11973,6697,1646,859,NA,NA
"E09000015","London","Harrow",206814,12019,7611,5285,13886,2890,5779,4826,13012,15727,48381,38036,9433,15320,10176,2957,1476,NA,NA
"E09000016","London","Havering",224248,12429,8588,5965,14655,2813,5626,5038,11735,13173,49414,43977,11162,21198,14258,2911,1306,NA,NA
"E09000017","London","Hillingdon",243006,16175,9749,6607,15994,2977,5897,6277,16276,17620,58905,42188,10570,17912,11640,2899,1320,NA,NA
"E09000018","London","Hounslow",212341,14247,8031,5439,13346,2669,5582,5161,16037,19963,54092,34960,8446,13165,8300,1966,937,NA,NA
"E09000019","London","Islington",175797,11121,5987,3838,9629,1666,3674,3875,15150,21410,50122,25193,6144,10093,6061,1241,593,NA,NA
"E09000020","London","Kensington and Chelsea",158919,9953,4782,2861,6093,1105,2328,2964,11662,17388,44506,28836,7026,10159,6750,1649,857,NA,NA
"E09000021","London","Kingston upon Thames",147273,9215,5108,3461,8473,1618,3269,3893,11754,12818,36125,26344,5511,9344,7359,1986,995,NA,NA
"E09000022","London","Lambeth",266169,18063,9486,6176,14590,2739,5507,5529,22828,36351,77640,34168,8476,13477,8420,1850,869,NA,NA
"E09000023","London","Lewisham",248922,17772,9732,6772,15312,3001,5934,5431,18739,23730,70309,36020,8809,14163,9655,2369,1174,NA,NA
"E09000024","London","Merton",187908,12708,6653,4505,10723,1985,4010,3590,12617,19058,49345,31204,7222,12430,8630,2149,1079,NA,NA
"E09000025","London","Newham",243891,20807,11890,7808,19303,4033,8031,7228,20484,22719,59777,31908,8083,12038,7417,1610,755,NA,NA
"E09000026","London","Redbridge",238635,15748,9537,6616,16039,3051,6228,5586,15854,18044,55689,42880,9860,17159,11944,2950,1450,NA,NA
"E09000027","London","Richmond upon Thames",172335,11828,5987,3900,9082,1610,3253,3268,9318,13281,47029,33343,6760,11289,8797,2409,1181,NA,NA
"E09000028","London","Southwark",244866,17355,9503,6111,14045,2644,5295,5897,21979,25904,69362,33093,8323,13636,8942,1900,877,NA,NA
"E09000029","London","Sutton",179768,11671,7256,4837,11712,2175,4216,3885,9923,13805,44489,32131,7530,13197,9246,2465,1230,NA,NA
"E09000030","London","Tower Hamlets",196106,15177,8137,5228,13708,2641,5413,5381,21003,26264,46344,22089,6362,10573,6142,1158,486,NA,NA
"E09000031","London","Waltham Forest",218341,15541,8622,5981,14017,2707,5460,5191,16294,21040,56163,33395,8404,13094,8855,2376,1201,NA,NA
"E09000032","London","Wandsworth",260380,16660,8064,5005,10952,1793,4251,4698,24223,42020,73781,33024,8752,13898,9612,2386,1261,NA,NA
"E09000033","London","Westminster",181286,9452,4568,2868,6477,1109,2844,4096,17369,24028,49215,29516,7333,12076,7602,1851,882,NA,NA
"E07000223","South East","Adur",59627,3235,2174,1440,3755,722,1470,1218,2560,3002,12046,11795,3313,6257,4770,1225,645,NA,NA
"E07000224","South East","Arun",140759,6944,4400,3214,8046,1451,2823,2650,6111,6547,26687,27073,8284,16878,13741,3857,2053,NA,NA
"E07000105","South East","Ashford",102661,6453,4128,2905,6888,1344,2609,2025,4959,5856,23170,20589,5118,8686,5962,1361,608,NA,NA
"E07000004","South East","Aylesbury Vale",165748,10955,6605,4513,11147,2309,4541,3902,8502,10604,40925,33172,7279,11545,7174,1666,909,NA,NA
"E07000084","South East","Basingstoke and Deane",152573,9988,6165,4148,10083,1919,3633,3186,8095,10651,37975,30865,6879,10559,6302,1423,702,NA,NA
"E06000036","South East","Bracknell Forest",109617,7699,4547,3027,7584,1568,2909,2362,6262,8324,29647,19709,4115,6443,4075,900,446,NA,NA
"E06000043","South East","Brighton and Hove",247817,13103,7771,5115,12843,2429,4860,6714,20367,21831,60827,40899,10608,19025,14924,4235,2266,NA,NA
"E07000106","South East","Canterbury",135278,6896,4492,3199,8590,1737,3444,4729,11179,7505,25464,25125,6912,12408,9807,2518,1273,NA,NA
"E07000177","South East","Cherwell",131785,8809,5189,3566,8518,1640,3081,2875,6942,9435,33379,24832,5794,9419,6166,1454,686,NA,NA
"E07000225","South East","Chichester",106450,5292,3489,2565,6383,1171,2463,2356,5081,4825,20113,21911,6290,12177,8813,2286,1235,NA,NA
"E07000005","South East","Chiltern",89228,5411,3437,2402,5915,1135,2130,1722,3968,4253,19108,19826,4896,8190,4941,1196,698,NA,NA
"E07000226","South East","Crawley",99744,6761,4032,2777,6443,1204,2531,2266,6483,7614,24280,17022,3673,8036,5280,968,374,NA,NA
"E07000107","South East","Dartford",85911,5554,3535,2442,5659,1067,2091,1790,5006,6165,20734,15433,4025,6851,4157,916,486,NA,NA
"E07000108","South East","Dover",104566,5803,3862,2848,7160,1439,2718,2300,5137,5322,21609,21092,5624,9997,7138,1663,854,NA,NA
"E07000085","South East","East Hampshire",109274,6317,4224,2838,7465,1458,2966,2553,5022,5428,24752,23341,5589,9003,5969,1519,830,NA,NA
"E07000061","South East","Eastbourne",89667,4760,2919,2092,5314,1050,1965,1911,4818,5049,17475,15562,4584,9719,8491,2465,1493,NA,NA
"E07000086","South East","Eastleigh",116169,6948,4669,3212,8114,1489,2985,2562,5842,7186,27214,23304,5459,9076,6069,1377,663,NA,NA
"E07000207","South East","Elmbridge",121936,8037,5002,3282,7463,1401,2731,2094,5038,6802,29725,24727,5671,9739,7247,1909,1068,NA,NA
"E07000208","South East","Epsom and Ewell",67059,3965,2410,1615,4056,833,1646,1436,3297,3847,15238,14107,3326,5585,4020,1119,559,NA,NA
"E07000087","South East","Fareham",107977,5871,3824,2744,7340,1377,2652,2399,4650,5461,24747,22349,5764,10180,6371,1466,782,NA,NA
"E07000088","South East","Gosport",76415,4702,2936,2004,5080,992,2107,2025,4625,5257,17480,13420,3417,6523,4286,1027,534,NA,NA
"E07000109","South East","Gravesham",95717,5937,3931,2718,6740,1356,2549,2110,4894,5932,21586,18473,4840,8228,4857,1065,501,NA,NA
"E07000209","South East","Guildford",129701,7069,4374,3037,7519,1381,3162,3766,9932,9523,29365,24927,5982,10271,6765,1757,871,NA,NA
"E07000089","South East","Hart",83505,5078,3201,2219,5472,1105,2216,1815,4214,5212,20139,17979,4219,5861,3482,817,476,NA,NA
"E07000062","South East","Hastings",85029,5386,3398,2287,5827,1059,2189,1839,4216,4964,18150,16411,3989,7302,5597,1523,892,NA,NA
"E07000090","South East","Havant",116849,6406,4122,3012,8139,1624,3150,2704,5366,5770,24551,23405,6488,12186,7454,1678,794,NA,NA
"E07000227","South East","Horsham",122088,7255,4720,3324,8306,1590,3078,2346,4990,6035,28229,25726,6019,10436,7185,1830,1019,NA,NA
"E06000046","South East","Isle of Wight",132731,6455,4432,3165,8452,1645,3260,2504,5562,6179,25271,28163,7940,14514,10981,2741,1467,NA,NA
"E07000063","South East","Lewes",92177,4862,3260,2250,5840,1113,2254,1882,3643,3988,18261,18893,5122,10078,7692,2015,1024,NA,NA
"E07000110","South East","Maidstone",138948,7996,5198,3541,8874,1676,3532,3032,7341,8635,31113,29245,7226,11360,7523,1774,882,NA,NA
"E06000035","South East","Medway",249488,16204,10573,7344,18433,3470,7054,6246,14995,16525,58694,47250,11173,17385,10819,2256,1067,NA,NA
"E07000228","South East","Mid Sussex",127378,7534,4776,3164,8493,1681,3413,2690,5562,6548,28660,27462,6239,10764,7274,2010,1108,NA,NA
"E06000042","South East","Milton Keynes",207057,14367,8852,6241,14975,2995,5804,4971,12551,15535,51677,40225,7588,11378,7519,1606,773,NA,NA
"E07000210","South East","Mole Valley",80287,4580,2889,1929,4937,939,1823,1396,3313,3990,17386,17410,4437,7772,5329,1396,761,NA,NA
"E07000091","South East","New Forest",169331,8355,5814,4091,10639,1914,3850,3136,6629,7660,33773,35422,9761,18825,14299,3484,1679,NA,NA
"E07000178","South East","Oxford",134248,6581,3860,2754,6917,1355,3001,6937,20847,12558,28042,19151,4781,8633,6377,1663,791,NA,NA
"E06000044","South East","Portsmouth",186701,11006,6499,4577,11790,2279,4519,5965,16700,14071,42662,30245,7715,13751,11023,2635,1264,NA,NA
"E06000038","South East","Reading",143096,8869,5165,3399,8308,1651,3271,4151,14092,14634,34019,22091,5464,9241,6315,1672,754,NA,NA
"E07000211","South East","Reigate and Banstead",126523,7778,4616,3194,8078,1503,2801,2243,6389,8072,30082,25350,5825,10229,7378,1914,1071,NA,NA
"E07000064","South East","Rother",85428,3966,2703,1957,4954,934,1887,1526,2932,2993,14656,17096,5437,11143,9323,2436,1485,NA,NA
"E07000212","South East","Runnymede",78033,4277,2722,1808,4174,801,1433,2593,6374,5106,17996,14583,3589,6438,4481,1136,522,NA,NA
"E07000092","South East","Rushmoor",90987,6331,3847,2518,5754,1053,2348,2155,6506,8115,23058,15341,3415,5588,3662,877,419,NA,NA
"E07000111","South East","Sevenoaks",109305,6377,4298,2880,7264,1363,2854,2114,4560,5334,23910,23663,5887,10083,6357,1532,829,NA,NA
"E07000112","South East","Shepway",96238,5313,3562,2555,6264,1098,2297,1915,4599,5127,19788,19027,5386,9400,7143,1820,944,NA,NA
"E06000039","South East","Slough",119067,8211,4955,3395,8369,1661,3127,2822,8708,11324,29616,18786,4196,7663,4788,1000,446,NA,NA
"E07000006","South East","South Bucks",61945,3512,2375,1664,4086,745,1469,1102,2591,3061,13553,13364,3575,5794,3605,950,499,NA,NA
"E07000179","South East","South Oxfordshire",128188,7937,4922,3327,8214,1509,3154,2613,5701,7482,31198,26113,6439,10241,6782,1665,891,NA,NA
"E06000045","South East","Southampton",217445,12051,7496,5387,12445,2370,5003,8530,27255,17634,44274,34812,8558,15559,12119,2712,1240,NA,NA
"E07000213","South East","Spelthorne",90390,5179,3363,2229,5328,1012,1868,1672,4632,5936,22019,17350,4745,8229,5155,1150,523,NA,NA
"E07000214","South East","Surrey Heath",80314,4929,3133,2157,5247,1040,1955,1672,3696,4666,19865,16952,4034,6239,3431,848,450,NA,NA
"E07000113","South East","Swale",122801,7751,5001,3488,8625,1646,3232,2801,6472,7447,27181,24587,6178,9990,6341,1392,669,NA,NA
"E07000215","South East","Tandridge",79267,4769,2956,1954,5413,967,2006,1484,3386,3911,18082,17087,3944,6811,4657,1220,620,NA,NA
"E07000093","South East","Test Valley",109801,6452,4381,3168,7666,1353,2640,2249,5057,6062,25721,23141,5422,8695,5674,1357,763,NA,NA
"E07000114","South East","Thanet",126702,7087,4616,3459,8662,1702,3327,2680,5992,6352,24258,24180,6819,13085,10616,2525,1342,NA,NA
"E07000115","South East","Tonbridge and Malling",107561,6721,4432,3127,7457,1428,2881,2184,4570,5991,25268,21803,5490,9110,5316,1199,584,NA,NA
"E07000116","South East","Tunbridge Wells",104030,6346,4072,2771,6930,1380,2806,2027,4942,6308,23496,20886,5158,8617,5867,1519,905,NA,NA
"E07000180","South East","Vale of White Horse",115627,6812,4434,3141,7793,1568,3061,2680,5737,6621,26606,23665,5684,9448,6256,1401,720,NA,NA
"E07000216","South East","Waverley",115665,6587,4036,2864,7346,1519,3133,2494,5658,5940,25183,24606,5905,9915,7249,2130,1100,NA,NA
"E07000065","South East","Wealden",140023,7537,5047,3569,9135,1681,3347,2777,4883,5616,28679,30152,8024,14611,10611,2886,1468,NA,NA
"E06000037","South East","West Berkshire",144483,8805,5588,3911,9782,2032,4021,3103,7054,9338,35229,29869,6593,10346,6511,1518,783,NA,NA
"E07000181","South East","West Oxfordshire",95640,5689,3712,2640,6259,1145,2191,2012,4393,5380,22804,19357,4751,7950,5351,1318,688,NA,NA
"E07000094","South East","Winchester",107222,5730,3685,2603,6613,1336,2895,3125,6490,5888,22883,22242,5331,9320,6419,1703,959,NA,NA
"E06000040","South East","Windsor and Maidenhead",133626,8193,4815,3166,8557,1751,3417,2638,6774,8909,31391,26863,6620,10943,7006,1723,860,NA,NA
"E07000217","South East","Woking",89840,5679,3620,2408,5691,1151,2060,1797,4679,6398,22157,17157,3942,6794,4535,1136,636,NA,NA
"E06000041","South East","Wokingham",150229,9130,5912,4115,10368,1999,3771,3795,8477,9736,36850,31194,6965,10302,5553,1346,716,NA,NA
"E07000229","South East","Worthing",97568,5330,3322,2381,5758,989,2039,1860,4667,5532,20904,17434,4748,9478,8602,2785,1739,NA,NA
"E07000007","South East","Wycombe",162105,10579,6177,4388,10768,2011,4223,3750,9870,11106,36977,32007,7739,12201,7347,1928,1034,NA,NA
"E06000022","South West","Bath and North East Somerset",169040,9009,5576,3937,10315,1978,3968,5101,11788,10179,35723,33005,8302,15101,11087,2649,1322,NA,NA
"E06000028","South West","Bournemouth",163444,8171,5103,3579,8752,1681,3255,4289,12901,11785,33551,28387,7710,15435,13035,3647,2163,NA,NA
"E06000023","South West","Bristol, City of",380615,23453,12887,8794,22871,4791,8690,11812,34798,32001,85416,62761,15660,27945,21510,4913,2313,NA,NA
"E07000078","South West","Cheltenham",110013,5966,3568,2432,6859,1382,2763,2918,8309,7457,24526,19705,5023,9103,7295,1798,909,NA,NA
"E07000048","South West","Christchurch",44865,1890,1327,920,2455,481,895,705,1571,1825,8070,8557,2894,6241,5191,1240,603,NA,NA
"E06000052","South West","Cornwall",499114,26049,16596,12103,31454,6043,12371,10239,22280,24942,98105,108628,29979,51548,35691,8607,4479,NA,NA
"E07000079","South West","Cotswold",80376,4383,2837,1943,4884,920,1742,1543,3342,3858,17177,17394,4291,8062,5915,1404,681,NA,NA
"E07000040","South West","East Devon",125520,5540,3939,2754,6989,1388,2831,2584,5098,5418,21668,25512,8083,15931,12580,3372,1833,NA,NA
"E07000049","South West","East Dorset",83786,3771,2690,1914,4990,939,1866,1514,2851,3086,15482,18222,5215,10634,7930,1844,838,NA,NA
"E07000041","South West","Exeter",111076,5633,3586,2548,6136,1195,2542,4372,11323,8430,23273,19238,4973,8829,6450,1697,851,NA,NA
"E07000080","South West","Forest of Dean",79982,4573,2937,1987,5217,974,2069,1869,3694,4032,16861,17407,4527,7269,4936,1098,532,NA,NA
"E07000081","South West","Gloucester",109885,7193,4536,3097,7806,1489,2674,2477,5976,7129,26607,19612,4850,8642,5958,1283,556,NA,NA
"E06000053","South West","Isles of Scilly",2153,119,56,44,117,22,27,34,130,149,433,491,128,223,133,30,17,NA,NA
"E07000187","South West","Mendip",103869,5868,3813,2613,7458,1606,3121,2252,4314,5179,22574,21796,5349,9016,6467,1611,832,NA,NA
"E07000042","South West","Mid Devon",69774,3858,2651,1782,4606,939,1758,1463,2841,3485,14585,14868,3951,6805,4438,1151,593,NA,NA
"E07000043","South West","North Devon",87508,4468,3125,2116,5743,1098,1986,1736,3784,4563,17169,18848,5222,9076,6211,1565,798,NA,NA
"E07000050","South West","North Dorset",61905,3148,2153,1596,4525,812,1747,1646,2830,3082,12435,12261,3330,6280,4441,1120,499,NA,NA
"E06000024","South West","North Somerset",188564,10468,6586,4534,11923,2288,4549,3846,7895,9308,39814,40542,10428,17750,13475,3346,1812,NA,NA
"E06000026","South West","Plymouth",240720,13213,8535,6091,16078,3106,6103,7454,17245,14885,53457,44457,11622,19911,13778,3198,1587,NA,NA
"E06000029","South West","Poole",138288,7215,4757,3290,8776,1686,3272,2888,6418,7905,29734,27006,7287,13770,10344,2594,1346,NA,NA
"E07000051","South West","Purbeck",44416,2101,1590,1117,2768,543,1087,825,1730,1888,8882,9606,2610,5009,3425,813,422,NA,NA
"E07000188","South West","Sedgemoor",105881,5861,3835,2669,7070,1395,2678,2231,4580,5076,22264,22068,5897,10491,7243,1691,832,NA,NA
"E06000025","South West","South Gloucestershire",245641,15246,9914,6600,16315,2964,5971,5288,12358,15571,59590,48324,12174,19795,11684,2564,1283,NA,NA
"E07000044","South West","South Hams",81849,3875,2709,2011,5415,1015,1973,1721,3094,3229,16328,18611,4819,8623,6033,1570,823,NA,NA
"E07000189","South West","South Somerset",150969,8501,5390,3723,9969,1986,3699,3046,6717,8093,31197,30839,8199,15047,10723,2531,1309,NA,NA
"E07000082","South West","Stroud",107898,6092,4094,2779,7310,1412,2654,2188,4548,5356,23429,23364,5671,9582,6793,1724,902,NA,NA
"E06000030","South West","Swindon",180051,11392,7194,4862,12121,2178,4337,3798,10212,13816,45251,32111,7944,13603,8621,1761,850,NA,NA
"E07000190","South West","Taunton Deane",102299,5441,3547,2561,6784,1336,2772,2344,5028,5842,21515,20364,5139,9887,7109,1722,908,NA,NA
"E07000045","South West","Teignbridge",120958,6155,4044,2988,7810,1467,2790,2444,4755,5178,24544,25419,6850,13056,9791,2368,1299,NA,NA
"E07000083","South West","Tewkesbury",76405,4251,2677,1891,5073,892,1757,1409,3252,4272,17007,16098,4251,6953,4930,1158,534,NA,NA
"E06000027","South West","Torbay",129706,6275,4227,3078,8168,1573,3112,2617,5695,6407,25074,26412,7708,13827,10667,3038,1828,NA,NA
"E07000046","South West","Torridge",58965,2840,2072,1436,3793,757,1460,1265,2433,2789,11243,13113,3732,6318,4139,1029,546,NA,NA
"E07000047","South West","West Devon",48843,2307,1641,1207,3152,666,1224,888,1884,2192,9638,11342,3024,4988,3330,888,472,NA,NA
"E07000052","South West","West Dorset",92360,4365,2968,2080,5767,1171,2346,1676,3112,3929,17388,19310,5645,11252,8285,2031,1035,NA,NA
"E07000191","South West","West Somerset",35075,1522,1019,734,1935,389,808,805,1409,1300,5940,7506,2447,4590,3353,892,426,NA,NA
"E07000053","South West","Weymouth and Portland",63648,3226,2109,1574,4065,793,1574,1506,3050,3493,13297,13187,3461,6091,4448,1181,593,NA,NA
"E06000054","South West","Wiltshire",432973,26568,16867,11540,28283,5378,10394,9035,20928,25151,99928,85892,21770,37026,25176,5978,3059,NA,NA
"W06000001","Wales","Anglesey",66829,3612,2445,1747,4411,806,1710,1376,3305,3541,12893,14321,4059,6766,4317,1016,504,NA,NA
"W06000019","Wales","Blaenau Gwent",70064,3925,2782,2072,5157,991,1884,1553,3580,4100,14952,13532,3704,6166,4343,863,460,NA,NA
"W06000013","Wales","Bridgend",128645,7613,4723,3354,8864,1745,3289,2644,6499,7866,28686,25171,6891,11367,7640,1559,734,NA,NA
"W06000018","Wales","Caerphilly",169519,10617,6688,4812,12188,2310,4576,3859,9252,10935,36825,33043,8578,14106,9208,1715,807,NA,NA
"W06000015","Wales","Cardiff",305353,19045,11726,8172,20468,3764,7544,10723,28238,22072,66227,50386,12417,22748,16676,3472,1675,NA,NA
"W06000010","Wales","Carmarthenshire",172842,9426,6287,4356,11260,2310,4409,3851,8575,8835,34015,36023,9790,17365,12426,2661,1253,NA,NA
"W06000008","Wales","Ceredigion",74941,3486,2424,1760,4190,856,1721,3085,7037,3439,13385,15386,4304,7099,5078,1129,562,NA,NA
"W06000003","Wales","Conwy",109596,5696,3593,2650,6913,1341,2719,2005,4833,5199,21248,21397,6702,12601,9056,2267,1376,NA,NA
"W06000004","Wales","Denbighshire",93065,5110,3305,2458,6193,1223,2361,1854,4496,4851,18401,18680,5320,9240,6948,1711,914,NA,NA
"W06000005","Wales","Flintshire",148594,8914,5626,3956,10077,1956,3928,3329,7848,9053,33527,30232,7997,12019,7573,1707,852,NA,NA
"W06000002","Wales","Gwynedd",116843,6861,4265,3004,7125,1366,2743,3181,7661,6576,22088,23103,6667,11671,7779,1824,929,NA,NA
"W06000024","Wales","Merthyr Tydfil",55981,3261,2196,1611,4137,833,1652,1330,2926,3138,12171,10739,2941,4892,3266,606,282,NA,NA
"W06000021","Wales","Monmouthshire",84885,4534,3242,2285,5840,1036,2216,1691,3326,4010,18051,18635,4772,8090,5386,1183,588,NA,NA
"W06000012","Wales","Neath Port Talbot",134468,7236,4781,3581,8949,1853,3560,3027,6747,7314,28759,26819,7204,12793,9021,1878,946,NA,NA
"W06000022","Wales","Newport",137011,9052,5614,3941,10179,2004,3723,3099,7214,7685,30142,25507,6753,11789,7923,1575,811,NA,NA
"W06000009","Wales","Pembrokeshire",114131,6703,4382,3172,7715,1422,2913,2495,5161,5493,21899,23898,6969,11935,7590,1617,767,NA,NA
"W06000023","Wales","Powys",126354,6753,4659,3298,8265,1544,3237,2426,4950,6111,25232,27395,7279,13056,9156,1976,1017,NA,NA
"W06000016","Wales","Rhondda, Cynon, Taff",231946,13885,8773,6214,16411,3120,6110,5836,14365,14243,49026,44552,11679,20011,13792,2708,1221,NA,NA
"W06000011","Wales","Swansea",223301,12069,7618,5498,14175,2926,5611,6348,15474,12654,45758,42623,11744,21202,14762,3264,1575,NA,NA
"W06000014","Wales","The Vale of Glamorgan",119292,7344,4714,3332,8562,1670,3301,2770,5561,6172,25355,24320,6175,10251,7347,1585,833,NA,NA
"W06000020","Wales","Torfaen",90949,5257,3690,2594,6562,1303,2529,1964,4610,5140,19455,18024,4528,8291,5543,992,467,NA,NA
"W06000006","Wales","Wrexham",128476,7504,4616,3309,8335,1572,3498,3073,7835,7921,27867,25890,6451,10733,7372,1669,831,NA,NA
